0.0 0.0
0.04 0.67852288
0.08 0.8859129298984761
0.12 1.014281926055102
0.16 1.10128128
0.2 1.1616543819998315
0.24 1.2030042742265423
0.28 1.2298119288516725
0.32 1.244906179796952
0.36 1.25011968
0.4 1.2466221281347034
0.44 1.2351059122843198
0.48 1.2158969721102038
0.52 1.1890247003711918
0.56 1.154267989419153
0.6 1.111186676965934
0.64 1.0591436800000005
0.68 0.9973209804941283
0.72 0.9247314296954279
0.76 0.8402276348325386
0.8 0.742508763999663
0.84 0.6301258359646719
0.88 0.5014858878587436
0.92 0.3548552986501754
0.96 0.1883624684530849
1.0 0.0
